cell_id,recording_id,local_trial_one_based,cell_global_trial_zero_based,sequence_index,source_image_id,live_start,live_stop_exclusive,scored_start,scored_stop_exclusive
68#3,lSS01181,6,5,215,lSS01181-live-frames-008250-008399-trial-6,8250,8400,8280,8400
68#3,lSS01181,1,0,216,lSS01181-live-frames-008400-008549-trial-1,8400,8550,8430,8550
68#3,lSS01181,2,1,217,lSS01181-live-frames-008400-008549-trial-2,8400,8550,8430,8550
68#3,lSS01181,3,2,218,lSS01181-live-frames-008400-008549-trial-3,8400,8550,8430,8550
68#3,lSS01181,4,3,219,lSS01181-live-frames-008400-008549-trial-4,8400,8550,8430,8550
68#3,lSS01181,5,4,220,lSS01181-live-frames-008400-008549-trial-5,8400,8550,8430,8550
68#3,lSS01181,6,5,221,lSS01181-live-frames-008400-008549-trial-6,8400,8550,8430,8550
68#3,lSS01181,1,0,222,lSS01181-live-frames-008550-008699-trial-1,8550,8700,8580,8700
68#3,lSS01181,2,1,223,lSS01181-live-frames-008550-008699-trial-2,8550,8700,8580,8700
68#3,lSS01181,3,2,224,lSS01181-live-frames-008550-008699-trial-3,8550,8700,8580,8700
68#3,lSS01181,4,3,225,lSS01181-live-frames-008550-008699-trial-4,8550,8700,8580,8700
68#3,lSS01181,5,4,226,lSS01181-live-frames-008550-008699-trial-5,8550,8700,8580,8700
68#3,lSS01181,6,5,227,lSS01181-live-frames-008550-008699-trial-6,8550,8700,8580,8700
68#3,lSS01181,1,0,228,lSS01181-live-frames-008700-008849-trial-1,8700,8850,8730,8850
68#3,lSS01181,2,1,229,lSS01181-live-frames-008700-008849-trial-2,8700,8850,8730,8850
68#3,lSS01181,3,2,230,lSS01181-live-frames-008700-008849-trial-3,8700,8850,8730,8850
68#3,lSS01181,4,3,231,lSS01181-live-frames-008700-008849-trial-4,8700,8850,8730,8850
68#3,lSS01181,5,4,232,lSS01181-live-frames-008700-008849-trial-5,8700,8850,8730,8850
68#3,lSS01181,6,5,233,lSS01181-live-frames-008700-008849-trial-6,8700,8850,8730,8850
68#3,lSS01181,1,0,234,lSS01181-live-frames-008850-008999-trial-1,8850,9000,8880,9000
68#3,lSS01181,2,1,235,lSS01181-live-frames-008850-008999-trial-2,8850,9000,8880,9000
68#3,lSS01181,3,2,236,lSS01181-live-frames-008850-008999-trial-3,8850,9000,8880,9000
68#3,lSS01181,4,3,237,lSS01181-live-frames-008850-008999-trial-4,8850,9000,8880,9000
68#3,lSS01181,5,4,238,lSS01181-live-frames-008850-008999-trial-5,8850,9000,8880,9000
68#3,lSS01181,6,5,239,lSS01181-live-frames-008850-008999-trial-6,8850,9000,8880,9000
68#3,lSS01183,1,6,240,lSS01183-live-frames-003000-003149-trial-1,3000,3150,3030,3150
68#3,lSS01183,1,6,241,lSS01183-live-frames-003150-003299-trial-1,3150,3300,3180,3300
68#3,lSS01183,1,6,242,lSS01183-live-frames-003300-003449-trial-1,3300,3450,3330,3450
68#3,lSS01183,1,6,243,lSS01183-live-frames-003450-003599-trial-1,3450,3600,3480,3600
68#3,lSS01183,1,6,244,lSS01183-live-frames-003600-003749-trial-1,3600,3750,3630,3750
68#3,lSS01183,1,6,245,lSS01183-live-frames-003750-003899-trial-1,3750,3900,3780,3900
68#3,lSS01183,1,6,246,lSS01183-live-frames-003900-004049-trial-1,3900,4050,3930,4050
68#3,lSS01183,1,6,247,lSS01183-live-frames-004050-004199-trial-1,4050,4200,4080,4200
68#3,lSS01183,1,6,248,lSS01183-live-frames-004200-004349-trial-1,4200,4350,4230,4350
68#3,lSS01183,1,6,249,lSS01183-live-frames-004350-004499-trial-1,4350,4500,4380,4500
68#3,lSS01183,1,6,250,lSS01183-live-frames-004500-004649-trial-1,4500,4650,4530,4650
68#3,lSS01183,1,6,251,lSS01183-live-frames-004650-004799-trial-1,4650,4800,4680,4800
68#3,lSS01183,1,6,252,lSS01183-live-frames-004800-004949-trial-1,4800,4950,4830,4950
68#3,lSS01183,1,6,253,lSS01183-live-frames-004950-005099-trial-1,4950,5100,4980,5100
68#3,lSS01183,1,6,254,lSS01183-live-frames-005100-005249-trial-1,5100,5250,5130,5250
68#3,lSS01183,1,6,255,lSS01183-live-frames-005250-005399-trial-1,5250,5400,5280,5400
68#3,lSS01183,1,6,256,lSS01183-live-frames-005400-005549-trial-1,5400,5550,5430,5550
68#3,lSS01183,1,6,257,lSS01183-live-frames-005550-005699-trial-1,5550,5700,5580,5700
68#3,lSS01183,1,6,258,lSS01183-live-frames-005700-005849-trial-1,5700,5850,5730,5850
68#3,lSS01183,1,6,259,lSS01183-live-frames-005850-005999-trial-1,5850,6000,5880,6000
68#3,lSS01183,1,6,260,lSS01183-live-frames-006000-006149-trial-1,6000,6150,6030,6150
68#3,lSS01183,1,6,261,lSS01183-live-frames-006150-006299-trial-1,6150,6300,6180,6300
68#3,lSS01183,1,6,262,lSS01183-live-frames-006300-006449-trial-1,6300,6450,6330,6450
68#3,lSS01183,1,6,263,lSS01183-live-frames-006450-006599-trial-1,6450,6600,6480,6600
68#3,lSS01183,1,6,264,lSS01183-live-frames-006600-006749-trial-1,6600,6750,6630,6750
68#3,lSS01183,1,6,265,lSS01183-live-frames-006750-006899-trial-1,6750,6900,6780,6900
68#3,lSS01183,1,6,266,lSS01183-live-frames-006900-007049-trial-1,6900,7050,6930,7050
68#3,lSS01183,1,6,267,lSS01183-live-frames-007050-007199-trial-1,7050,7200,7080,7200
68#3,lSS01183,1,6,268,lSS01183-live-frames-007200-007349-trial-1,7200,7350,7230,7350
68#3,lSS01183,1,6,269,lSS01183-live-frames-007350-007499-trial-1,7350,7500,7380,7500
68#3,lSS01183,1,6,270,lSS01183-live-frames-007500-007649-trial-1,7500,7650,7530,7650
68#3,lSS01183,1,6,271,lSS01183-live-frames-007650-007799-trial-1,7650,7800,7680,7800
68#3,lSS01183,1,6,272,lSS01183-live-frames-007800-007949-trial-1,7800,7950,7830,7950
68#3,lSS01183,1,6,273,lSS01183-live-frames-007950-008099-trial-1,7950,8100,7980,8100
68#3,lSS01183,1,6,274,lSS01183-live-frames-008100-008249-trial-1,8100,8250,8130,8250
68#3,lSS01183,1,6,275,lSS01183-live-frames-008250-008399-trial-1,8250,8400,8280,8400
68#3,lSS01183,1,6,276,lSS01183-live-frames-008400-008549-trial-1,8400,8550,8430,8550
68#3,lSS01183,1,6,277,lSS01183-live-frames-008550-008699-trial-1,8550,8700,8580,8700
68#3,lSS01183,1,6,278,lSS01183-live-frames-008700-008849-trial-1,8700,8850,8730,8850
68#3,lSS01183,1,6,279,lSS01183-live-frames-008850-008999-trial-1,8850,9000,8880,9000
68#4,lSS01184,1,0,0,lSS01184-live-frames-003000-003149-trial-1,3000,3150,3030,3150
68#4,lSS01184,2,1,1,lSS01184-live-frames-003000-003149-trial-2,3000,3150,3030,3150
68#4,lSS01184,3,2,2,lSS01184-live-frames-003000-003149-trial-3,3000,3150,3030,3150
68#4,lSS01184,4,3,3,lSS01184-live-frames-003000-003149-trial-4,3000,3150,3030,3150
68#4,lSS01184,5,4,4,lSS01184-live-frames-003000-003149-trial-5,3000,3150,3030,3150
68#4,lSS01184,6,5,5,lSS01184-live-frames-003000-003149-trial-6,3000,3150,3030,3150
68#4,lSS01184,1,0,6,lSS01184-live-frames-003150-003299-trial-1,3150,3300,3180,3300
68#4,lSS01184,2,1,7,lSS01184-live-frames-003150-003299-trial-2,3150,3300,3180,3300
68#4,lSS01184,3,2,8,lSS01184-live-frames-003150-003299-trial-3,3150,3300,3180,3300
68#4,lSS01184,4,3,9,lSS01184-live-frames-003150-003299-trial-4,3150,3300,3180,3300
68#4,lSS01184,5,4,10,lSS01184-live-frames-003150-003299-trial-5,3150,3300,3180,3300
68#4,lSS01184,6,5,11,lSS01184-live-frames-003150-003299-trial-6,3150,3300,3180,3300
68#4,lSS01184,1,0,12,lSS01184-live-frames-003300-003449-trial-1,3300,3450,3330,3450
68#4,lSS01184,2,1,13,lSS01184-live-frames-003300-003449-trial-2,3300,3450,3330,3450
68#4,lSS01184,3,2,14,lSS01184-live-frames-003300-003449-trial-3,3300,3450,3330,3450
68#4,lSS01184,4,3,15,lSS01184-live-frames-003300-003449-trial-4,3300,3450,3330,3450
68#4,lSS01184,5,4,16,lSS01184-live-frames-003300-003449-trial-5,3300,3450,3330,3450
68#4,lSS01184,6,5,17,lSS01184-live-frames-003300-003449-trial-6,3300,3450,3330,3450
68#4,lSS01184,1,0,18,lSS01184-live-frames-003450-003599-trial-1,3450,3600,3480,3600
68#4,lSS01184,2,1,19,lSS01184-live-frames-003450-003599-trial-2,3450,3600,3480,3600
68#4,lSS01184,3,2,20,lSS01184-live-frames-003450-003599-trial-3,3450,3600,3480,3600
68#4,lSS01184,4,3,21,lSS01184-live-frames-003450-003599-trial-4,3450,3600,3480,3600
68#4,lSS01184,5,4,22,lSS01184-live-frames-003450-003599-trial-5,3450,3600,3480,3600
68#4,lSS01184,6,5,23,lSS01184-live-frames-003450-003599-trial-6,3450,3600,3480,3600
68#4,lSS01184,1,0,24,lSS01184-live-frames-003600-003749-trial-1,3600,3750,3630,3750
68#4,lSS01184,2,1,25,lSS01184-live-frames-003600-003749-trial-2,3600,3750,3630,3750
68#4,lSS01184,3,2,26,lSS01184-live-frames-003600-003749-trial-3,3600,3750,3630,3750
68#4,lSS01184,4,3,27,lSS01184-live-frames-003600-003749-trial-4,3600,3750,3630,3750
68#4,lSS01184,5,4,28,lSS01184-live-frames-003600-003749-trial-5,3600,3750,3630,3750
68#4,lSS01184,6,5,29,lSS01184-live-frames-003600-003749-trial-6,3600,3750,3630,3750
68#4,lSS01184,1,0,30,lSS01184-live-frames-003750-003899-trial-1,3750,3900,3780,3900
68#4,lSS01184,2,1,31,lSS01184-live-frames-003750-003899-trial-2,3750,3900,3780,3900
68#4,lSS01184,3,2,32,lSS01184-live-frames-003750-003899-trial-3,3750,3900,3780,3900
68#4,lSS01184,4,3,33,lSS01184-live-frames-003750-003899-trial-4,3750,3900,3780,3900
68#4,lSS01184,5,4,34,lSS01184-live-frames-003750-003899-trial-5,3750,3900,3780,3900
68#4,lSS01184,6,5,35,lSS01184-live-frames-003750-003899-trial-6,3750,3900,3780,3900
68#4,lSS01184,1,0,36,lSS01184-live-frames-003900-004049-trial-1,3900,4050,3930,4050
68#4,lSS01184,2,1,37,lSS01184-live-frames-003900-004049-trial-2,3900,4050,3930,4050
68#4,lSS01184,3,2,38,lSS01184-live-frames-003900-004049-trial-3,3900,4050,3930,4050
68#4,lSS01184,4,3,39,lSS01184-live-frames-003900-004049-trial-4,3900,4050,3930,4050
68#4,lSS01184,5,4,40,lSS01184-live-frames-003900-004049-trial-5,3900,4050,3930,4050
68#4,lSS01184,6,5,41,lSS01184-live-frames-003900-004049-trial-6,3900,4050,3930,4050
68#4,lSS01184,1,0,42,lSS01184-live-frames-004050-004199-trial-1,4050,4200,4080,4200
68#4,lSS01184,2,1,43,lSS01184-live-frames-004050-004199-trial-2,4050,4200,4080,4200
68#4,lSS01184,3,2,44,lSS01184-live-frames-004050-004199-trial-3,4050,4200,4080,4200
68#4,lSS01184,4,3,45,lSS01184-live-frames-004050-004199-trial-4,4050,4200,4080,4200
68#4,lSS01184,5,4,46,lSS01184-live-frames-004050-004199-trial-5,4050,4200,4080,4200
68#4,lSS01184,6,5,47,lSS01184-live-frames-004050-004199-trial-6,4050,4200,4080,4200
68#4,lSS01184,1,0,48,lSS01184-live-frames-004200-004349-trial-1,4200,4350,4230,4350
68#4,lSS01184,2,1,49,lSS01184-live-frames-004200-004349-trial-2,4200,4350,4230,4350
68#4,lSS01184,3,2,50,lSS01184-live-frames-004200-004349-trial-3,4200,4350,4230,4350
68#4,lSS01184,4,3,51,lSS01184-live-frames-004200-004349-trial-4,4200,4350,4230,4350
68#4,lSS01184,5,4,52,lSS01184-live-frames-004200-004349-trial-5,4200,4350,4230,4350
68#4,lSS01184,6,5,53,lSS01184-live-frames-004200-004349-trial-6,4200,4350,4230,4350
68#4,lSS01184,1,0,54,lSS01184-live-frames-004350-004499-trial-1,4350,4500,4380,4500
68#4,lSS01184,2,1,55,lSS01184-live-frames-004350-004499-trial-2,4350,4500,4380,4500
68#4,lSS01184,3,2,56,lSS01184-live-frames-004350-004499-trial-3,4350,4500,4380,4500
68#4,lSS01184,4,3,57,lSS01184-live-frames-004350-004499-trial-4,4350,4500,4380,4500
68#4,lSS01184,5,4,58,lSS01184-live-frames-004350-004499-trial-5,4350,4500,4380,4500
68#4,lSS01184,6,5,59,lSS01184-live-frames-004350-004499-trial-6,4350,4500,4380,4500
68#4,lSS01184,1,0,60,lSS01184-live-frames-004500-004649-trial-1,4500,4650,4530,4650
68#4,lSS01184,2,1,61,lSS01184-live-frames-004500-004649-trial-2,4500,4650,4530,4650
68#4,lSS01184,3,2,62,lSS01184-live-frames-004500-004649-trial-3,4500,4650,4530,4650
68#4,lSS01184,4,3,63,lSS01184-live-frames-004500-004649-trial-4,4500,4650,4530,4650
68#4,lSS01184,5,4,64,lSS01184-live-frames-004500-004649-trial-5,4500,4650,4530,4650
68#4,lSS01184,6,5,65,lSS01184-live-frames-004500-004649-trial-6,4500,4650,4530,4650
68#4,lSS01184,1,0,66,lSS01184-live-frames-004650-004799-trial-1,4650,4800,4680,4800
68#4,lSS01184,2,1,67,lSS01184-live-frames-004650-004799-trial-2,4650,4800,4680,4800
68#4,lSS01184,3,2,68,lSS01184-live-frames-004650-004799-trial-3,4650,4800,4680,4800
68#4,lSS01184,4,3,69,lSS01184-live-frames-004650-004799-trial-4,4650,4800,4680,4800
68#4,lSS01184,5,4,70,lSS01184-live-frames-004650-004799-trial-5,4650,4800,4680,4800
68#4,lSS01184,6,5,71,lSS01184-live-frames-004650-004799-trial-6,4650,4800,4680,4800
68#4,lSS01184,1,0,72,lSS01184-live-frames-004800-004949-trial-1,4800,4950,4830,4950
68#4,lSS01184,2,1,73,lSS01184-live-frames-004800-004949-trial-2,4800,4950,4830,4950
68#4,lSS01184,3,2,74,lSS01184-live-frames-004800-004949-trial-3,4800,4950,4830,4950
68#4,lSS01184,4,3,75,lSS01184-live-frames-004800-004949-trial-4,4800,4950,4830,4950
68#4,lSS01184,5,4,76,lSS01184-live-frames-004800-004949-trial-5,4800,4950,4830,4950
68#4,lSS01184,6,5,77,lSS01184-live-frames-004800-004949-trial-6,4800,4950,4830,4950
68#4,lSS01184,1,0,78,lSS01184-live-frames-004950-005099-trial-1,4950,5100,4980,5100
68#4,lSS01184,2,1,79,lSS01184-live-frames-004950-005099-trial-2,4950,5100,4980,5100
68#4,lSS01184,3,2,80,lSS01184-live-frames-004950-005099-trial-3,4950,5100,4980,5100
68#4,lSS01184,4,3,81,lSS01184-live-frames-004950-005099-trial-4,4950,5100,4980,5100
68#4,lSS01184,5,4,82,lSS01184-live-frames-004950-005099-trial-5,4950,5100,4980,5100
68#4,lSS01184,6,5,83,lSS01184-live-frames-004950-005099-trial-6,4950,5100,4980,5100
68#4,lSS01184,1,0,84,lSS01184-live-frames-005100-005249-trial-1,5100,5250,5130,5250
68#4,lSS01184,2,1,85,lSS01184-live-frames-005100-005249-trial-2,5100,5250,5130,5250
68#4,lSS01184,3,2,86,lSS01184-live-frames-005100-005249-trial-3,5100,5250,5130,5250
68#4,lSS01184,4,3,87,lSS01184-live-frames-005100-005249-trial-4,5100,5250,5130,5250
68#4,lSS01184,5,4,88,lSS01184-live-frames-005100-005249-trial-5,5100,5250,5130,5250
68#4,lSS01184,6,5,89,lSS01184-live-frames-005100-005249-trial-6,5100,5250,5130,5250
68#4,lSS01184,1,0,90,lSS01184-live-frames-005250-005399-trial-1,5250,5400,5280,5400
68#4,lSS01184,2,1,91,lSS01184-live-frames-005250-005399-trial-2,5250,5400,5280,5400
68#4,lSS01184,3,2,92,lSS01184-live-frames-005250-005399-trial-3,5250,5400,5280,5400
68#4,lSS01184,4,3,93,lSS01184-live-frames-005250-005399-trial-4,5250,5400,5280,5400
68#4,lSS01184,5,4,94,lSS01184-live-frames-005250-005399-trial-5,5250,5400,5280,5400
68#4,lSS01184,6,5,95,lSS01184-live-frames-005250-005399-trial-6,5250,5400,5280,5400
68#4,lSS01184,1,0,96,lSS01184-live-frames-005400-005549-trial-1,5400,5550,5430,5550
68#4,lSS01184,2,1,97,lSS01184-live-frames-005400-005549-trial-2,5400,5550,5430,5550
68#4,lSS01184,3,2,98,lSS01184-live-frames-005400-005549-trial-3,5400,5550,5430,5550
68#4,lSS01184,4,3,99,lSS01184-live-frames-005400-005549-trial-4,5400,5550,5430,5550
68#4,lSS01184,5,4,100,lSS01184-live-frames-005400-005549-trial-5,5400,5550,5430,5550
68#4,lSS01184,6,5,101,lSS01184-live-frames-005400-005549-trial-6,5400,5550,5430,5550
68#4,lSS01184,1,0,102,lSS01184-live-frames-005550-005699-trial-1,5550,5700,5580,5700
68#4,lSS01184,2,1,103,lSS01184-live-frames-005550-005699-trial-2,5550,5700,5580,5700
68#4,lSS01184,3,2,104,lSS01184-live-frames-005550-005699-trial-3,5550,5700,5580,5700
68#4,lSS01184,4,3,105,lSS01184-live-frames-005550-005699-trial-4,5550,5700,5580,5700
68#4,lSS01184,5,4,106,lSS01184-live-frames-005550-005699-trial-5,5550,5700,5580,5700
68#4,lSS01184,6,5,107,lSS01184-live-frames-005550-005699-trial-6,5550,5700,5580,5700
68#4,lSS01184,1,0,108,lSS01184-live-frames-005700-005849-trial-1,5700,5850,5730,5850
68#4,lSS01184,2,1,109,lSS01184-live-frames-005700-005849-trial-2,5700,5850,5730,5850
68#4,lSS01184,3,2,110,lSS01184-live-frames-005700-005849-trial-3,5700,5850,5730,5850
68#4,lSS01184,4,3,111,lSS01184-live-frames-005700-005849-trial-4,5700,5850,5730,5850
68#4,lSS01184,5,4,112,lSS01184-live-frames-005700-005849-trial-5,5700,5850,5730,5850
68#4,lSS01184,6,5,113,lSS01184-live-frames-005700-005849-trial-6,5700,5850,5730,5850
68#4,lSS01184,1,0,114,lSS01184-live-frames-005850-005999-trial-1,5850,6000,5880,6000
68#4,lSS01184,2,1,115,lSS01184-live-frames-005850-005999-trial-2,5850,6000,5880,6000
68#4,lSS01184,3,2,116,lSS01184-live-frames-005850-005999-trial-3,5850,6000,5880,6000
68#4,lSS01184,4,3,117,lSS01184-live-frames-005850-005999-trial-4,5850,6000,5880,6000
68#4,lSS01184,5,4,118,lSS01184-live-frames-005850-005999-trial-5,5850,6000,5880,6000
68#4,lSS01184,6,5,119,lSS01184-live-frames-005850-005999-trial-6,5850,6000,5880,6000
68#4,lSS01184,1,0,120,lSS01184-live-frames-006000-006149-trial-1,6000,6150,6030,6150
68#4,lSS01184,2,1,121,lSS01184-live-frames-006000-006149-trial-2,6000,6150,6030,6150
68#4,lSS01184,3,2,122,lSS01184-live-frames-006000-006149-trial-3,6000,6150,6030,6150
68#4,lSS01184,4,3,123,lSS01184-live-frames-006000-006149-trial-4,6000,6150,6030,6150
68#4,lSS01184,5,4,124,lSS01184-live-frames-006000-006149-trial-5,6000,6150,6030,6150
68#4,lSS01184,6,5,125,lSS01184-live-frames-006000-006149-trial-6,6000,6150,6030,6150
68#4,lSS01184,1,0,126,lSS01184-live-frames-006150-006299-trial-1,6150,6300,6180,6300
68#4,lSS01184,2,1,127,lSS01184-live-frames-006150-006299-trial-2,6150,6300,6180,6300
68#4,lSS01184,3,2,128,lSS01184-live-frames-006150-006299-trial-3,6150,6300,6180,6300
68#4,lSS01184,4,3,129,lSS01184-live-frames-006150-006299-trial-4,6150,6300,6180,6300
68#4,lSS01184,5,4,130,lSS01184-live-frames-006150-006299-trial-5,6150,6300,6180,6300
68#4,lSS01184,6,5,131,lSS01184-live-frames-006150-006299-trial-6,6150,6300,6180,6300
68#4,lSS01184,1,0,132,lSS01184-live-frames-006300-006449-trial-1,6300,6450,6330,6450
68#4,lSS01184,2,1,133,lSS01184-live-frames-006300-006449-trial-2,6300,6450,6330,6450
68#4,lSS01184,3,2,134,lSS01184-live-frames-006300-006449-trial-3,6300,6450,6330,6450
68#4,lSS01184,4,3,135,lSS01184-live-frames-006300-006449-trial-4,6300,6450,6330,6450
68#4,lSS01184,5,4,136,lSS01184-live-frames-006300-006449-trial-5,6300,6450,6330,6450
68#4,lSS01184,6,5,137,lSS01184-live-frames-006300-006449-trial-6,6300,6450,6330,6450
68#4,lSS01184,1,0,138,lSS01184-live-frames-006450-006599-trial-1,6450,6600,6480,6600
68#4,lSS01184,2,1,139,lSS01184-live-frames-006450-006599-trial-2,6450,6600,6480,6600
68#4,lSS01184,3,2,140,lSS01184-live-frames-006450-006599-trial-3,6450,6600,6480,6600
68#4,lSS01184,4,3,141,lSS01184-live-frames-006450-006599-trial-4,6450,6600,6480,6600
68#4,lSS01184,5,4,142,lSS01184-live-frames-006450-006599-trial-5,6450,6600,6480,6600
68#4,lSS01184,6,5,143,lSS01184-live-frames-006450-006599-trial-6,6450,6600,6480,6600
68#4,lSS01184,1,0,144,lSS01184-live-frames-006600-006749-trial-1,6600,6750,6630,6750
68#4,lSS01184,2,1,145,lSS01184-live-frames-006600-006749-trial-2,6600,6750,6630,6750
68#4,lSS01184,3,2,146,lSS01184-live-frames-006600-006749-trial-3,6600,6750,6630,6750
68#4,lSS01184,4,3,147,lSS01184-live-frames-006600-006749-trial-4,6600,6750,6630,6750
68#4,lSS01184,5,4,148,lSS01184-live-frames-006600-006749-trial-5,6600,6750,6630,6750
68#4,lSS01184,6,5,149,lSS01184-live-frames-006600-006749-trial-6,6600,6750,6630,6750
68#4,lSS01184,1,0,150,lSS01184-live-frames-006750-006899-trial-1,6750,6900,6780,6900
68#4,lSS01184,2,1,151,lSS01184-live-frames-006750-006899-trial-2,6750,6900,6780,6900
68#4,lSS01184,3,2,152,lSS01184-live-frames-006750-006899-trial-3,6750,6900,6780,6900
68#4,lSS01184,4,3,153,lSS01184-live-frames-006750-006899-trial-4,6750,6900,6780,6900
68#4,lSS01184,5,4,154,lSS01184-live-frames-006750-006899-trial-5,6750,6900,6780,6900
68#4,lSS01184,6,5,155,lSS01184-live-frames-006750-006899-trial-6,6750,6900,6780,6900
68#4,lSS01184,1,0,156,lSS01184-live-frames-006900-007049-trial-1,6900,7050,6930,7050
68#4,lSS01184,2,1,157,lSS01184-live-frames-006900-007049-trial-2,6900,7050,6930,7050
68#4,lSS01184,3,2,158,lSS01184-live-frames-006900-007049-trial-3,6900,7050,6930,7050
68#4,lSS01184,4,3,159,lSS01184-live-frames-006900-007049-trial-4,6900,7050,6930,7050
68#4,lSS01184,5,4,160,lSS01184-live-frames-006900-007049-trial-5,6900,7050,6930,7050
68#4,lSS01184,6,5,161,lSS01184-live-frames-006900-007049-trial-6,6900,7050,6930,7050
68#4,lSS01184,1,0,162,lSS01184-live-frames-007050-007199-trial-1,7050,7200,7080,7200
68#4,lSS01184,2,1,163,lSS01184-live-frames-007050-007199-trial-2,7050,7200,7080,7200
68#4,lSS01184,3,2,164,lSS01184-live-frames-007050-007199-trial-3,7050,7200,7080,7200
68#4,lSS01184,4,3,165,lSS01184-live-frames-007050-007199-trial-4,7050,7200,7080,7200
68#4,lSS01184,5,4,166,lSS01184-live-frames-007050-007199-trial-5,7050,7200,7080,7200
68#4,lSS01184,6,5,167,lSS01184-live-frames-007050-007199-trial-6,7050,7200,7080,7200
68#4,lSS01184,1,0,168,lSS01184-live-frames-007200-007349-trial-1,7200,7350,7230,7350
68#4,lSS01184,2,1,169,lSS01184-live-frames-007200-007349-trial-2,7200,7350,7230,7350
68#4,lSS01184,3,2,170,lSS01184-live-frames-007200-007349-trial-3,7200,7350,7230,7350
68#4,lSS01184,4,3,171,lSS01184-live-frames-007200-007349-trial-4,7200,7350,7230,7350
68#4,lSS01184,5,4,172,lSS01184-live-frames-007200-007349-trial-5,7200,7350,7230,7350
68#4,lSS01184,6,5,173,lSS01184-live-frames-007200-007349-trial-6,7200,7350,7230,7350
68#4,lSS01184,1,0,174,lSS01184-live-frames-007350-007499-trial-1,7350,7500,7380,7500
68#4,lSS01184,2,1,175,lSS01184-live-frames-007350-007499-trial-2,7350,7500,7380,7500
68#4,lSS01184,3,2,176,lSS01184-live-frames-007350-007499-trial-3,7350,7500,7380,7500
68#4,lSS01184,4,3,177,lSS01184-live-frames-007350-007499-trial-4,7350,7500,7380,7500
68#4,lSS01184,5,4,178,lSS01184-live-frames-007350-007499-trial-5,7350,7500,7380,7500
68#4,lSS01184,6,5,179,lSS01184-live-frames-007350-007499-trial-6,7350,7500,7380,7500
68#4,lSS01184,1,0,180,lSS01184-live-frames-007500-007649-trial-1,7500,7650,7530,7650
68#4,lSS01184,2,1,181,lSS01184-live-frames-007500-007649-trial-2,7500,7650,7530,7650
68#4,lSS01184,3,2,182,lSS01184-live-frames-007500-007649-trial-3,7500,7650,7530,7650
68#4,lSS01184,4,3,183,lSS01184-live-frames-007500-007649-trial-4,7500,7650,7530,7650
68#4,lSS01184,5,4,184,lSS01184-live-frames-007500-007649-trial-5,7500,7650,7530,7650
68#4,lSS01184,6,5,185,lSS01184-live-frames-007500-007649-trial-6,7500,7650,7530,7650
68#4,lSS01184,1,0,186,lSS01184-live-frames-007650-007799-trial-1,7650,7800,7680,7800
68#4,lSS01184,2,1,187,lSS01184-live-frames-007650-007799-trial-2,7650,7800,7680,7800
68#4,lSS01184,3,2,188,lSS01184-live-frames-007650-007799-trial-3,7650,7800,7680,7800
68#4,lSS01184,4,3,189,lSS01184-live-frames-007650-007799-trial-4,7650,7800,7680,7800
68#4,lSS01184,5,4,190,lSS01184-live-frames-007650-007799-trial-5,7650,7800,7680,7800
68#4,lSS01184,6,5,191,lSS01184-live-frames-007650-007799-trial-6,7650,7800,7680,7800
68#4,lSS01184,1,0,192,lSS01184-live-frames-007800-007949-trial-1,7800,7950,7830,7950
68#4,lSS01184,2,1,193,lSS01184-live-frames-007800-007949-trial-2,7800,7950,7830,7950
68#4,lSS01184,3,2,194,lSS01184-live-frames-007800-007949-trial-3,7800,7950,7830,7950
68#4,lSS01184,4,3,195,lSS01184-live-frames-007800-007949-trial-4,7800,7950,7830,7950
68#4,lSS01184,5,4,196,lSS01184-live-frames-007800-007949-trial-5,7800,7950,7830,7950
68#4,lSS01184,6,5,197,lSS01184-live-frames-007800-007949-trial-6,7800,7950,7830,7950
68#4,lSS01184,1,0,198,lSS01184-live-frames-007950-008099-trial-1,7950,8100,7980,8100
68#4,lSS01184,2,1,199,lSS01184-live-frames-007950-008099-trial-2,7950,8100,7980,8100
68#4,lSS01184,3,2,200,lSS01184-live-frames-007950-008099-trial-3,7950,8100,7980,8100
68#4,lSS01184,4,3,201,lSS01184-live-frames-007950-008099-trial-4,7950,8100,7980,8100
68#4,lSS01184,5,4,202,lSS01184-live-frames-007950-008099-trial-5,7950,8100,7980,8100
68#4,lSS01184,6,5,203,lSS01184-live-frames-007950-008099-trial-6,7950,8100,7980,8100
68#4,lSS01184,1,0,204,lSS01184-live-frames-008100-008249-trial-1,8100,8250,8130,8250
68#4,lSS01184,2,1,205,lSS01184-live-frames-008100-008249-trial-2,8100,8250,8130,8250
68#4,lSS01184,3,2,206,lSS01184-live-frames-008100-008249-trial-3,8100,8250,8130,8250
68#4,lSS01184,4,3,207,lSS01184-live-frames-008100-008249-trial-4,8100,8250,8130,8250
68#4,lSS01184,5,4,208,lSS01184-live-frames-008100-008249-trial-5,8100,8250,8130,8250
68#4,lSS01184,6,5,209,lSS01184-live-frames-008100-008249-trial-6,8100,8250,8130,8250
68#4,lSS01184,1,0,210,lSS01184-live-frames-008250-008399-trial-1,8250,8400,8280,8400
68#4,lSS01184,2,1,211,lSS01184-live-frames-008250-008399-trial-2,8250,8400,8280,8400
68#4,lSS01184,3,2,212,lSS01184-live-frames-008250-008399-trial-3,8250,8400,8280,8400
