artifact_path,lineage,recording_or_cell,accessed_live_range,stimulus_accessed,spikes_or_targets_accessed,model_predictions_computed,NLL_or_metric_computed,used_for_training,used_for_model_selection,used_for_architecture_decision,only_hash_or_metadata_access,classification,evidence
output/real_data/schottdorf_canonical_v1_shared_bc_development_22cell_20260830/cells/70_15/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_shared_bc_development_22cell_20260830\cells\70_15,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=22f8c0aa2afffbaf285fd2a2f640b45609a33f15c4334cf276b82bd9dac79b14; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_canonical_v1_shared_bc_development_22cell_20260830/cells/70_34/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_shared_bc_development_22cell_20260830\cells\70_34,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=dd574e1372d80931430f9151d0d3c4348f09c9c6e31e22414a523789e9b2e6fa; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_canonical_v1_shared_bc_development_22cell_20260830/cells/70_7/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_shared_bc_development_22cell_20260830\cells\70_7,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=d247dc4b55e820c0ddb06cce19189cd385233bd64b1632ec4bdf4ead1ebe8506; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/reference-predictions.pt,output\real_data\schottdorf_center_surround_ln_22cell_seed61001_20260830,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=1a0e922db49b2221de6ba96d56b20be3edd27a0a47a1ecdc94c0cd9b35c191df; field paths=67#4;67#6;67#7;67#14;67#21;67#26;67#33;67#34;68#3;68#4;68#7;68#10;68#11;69#3;69#4;69#6;69#7;69#21;70#1;70#7;70#15;70#34
output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_14/validation-predictions.pt,output\real_data\schottdorf_center_surround_ln_22cell_seed61001_20260830\cells\67_14,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=f7fdce6b2239751cdef9ce039d4397fa7d7fe41c6ff7a48e9a01e446c9e1ce0b; field paths=logits_raw;logits_trained;probabilities_raw;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_21/validation-predictions.pt,output\real_data\schottdorf_center_surround_ln_22cell_seed61001_20260830\cells\67_21,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=35747da77b115ccd9353da5c08d1faed6fe9f902c5aae021dcc0a736922cbf26; field paths=logits_raw;logits_trained;probabilities_raw;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_26/validation-predictions.pt,output\real_data\schottdorf_center_surround_ln_22cell_seed61001_20260830\cells\67_26,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=ed3ec3db37e07552955e11238b2b459cf80d650a80355f13fd398e38e2cfc48b; field paths=logits_raw;logits_trained;probabilities_raw;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_33/validation-predictions.pt,output\real_data\schottdorf_center_surround_ln_22cell_seed61001_20260830\cells\67_33,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=494a7accbfb44c932d1a5826f4ac26c10c0aa6d39c4b33670b85f8d49d144a34; field paths=logits_raw;logits_trained;probabilities_raw;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_34/validation-predictions.pt,output\real_data\schottdorf_center_surround_ln_22cell_seed61001_20260830\cells\67_34,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=2c84f6208658bac4093f48115e5a8d5cc3710ef63f865a9e8bce34cf5f5a44cf; field paths=logits_raw;logits_trained;probabilities_raw;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_4/validation-predictions.pt,output\real_data\schottdorf_center_surround_ln_22cell_seed61001_20260830\cells\67_4,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=cbd444c26e98f05813b10093bd2811a01f0e667d5426cd5370179406e98b36a6; field paths=logits_raw;logits_trained;probabilities_raw;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_6/validation-predictions.pt,output\real_data\schottdorf_center_surround_ln_22cell_seed61001_20260830\cells\67_6,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=7f81db480ab458a64f6df50ee268f897e26f87cc96e6e44d72a98c069d59aac0; field paths=logits_raw;logits_trained;probabilities_raw;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_7/validation-predictions.pt,output\real_data\schottdorf_center_surround_ln_22cell_seed61001_20260830\cells\67_7,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=9b70b28fe218f7b3ad09e6ecb014e4e7a44ae38f40571ae2504f4bb23f3580a5; field paths=logits_raw;logits_trained;probabilities_raw;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/68_10/validation-predictions.pt,output\real_data\schottdorf_center_surround_ln_22cell_seed61001_20260830\cells\68_10,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=af532bb3e2943f1c75bdc9988f902b740856105f72e659718e1b1c253b2701d7; field paths=logits_raw;logits_trained;probabilities_raw;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/68_11/validation-predictions.pt,output\real_data\schottdorf_center_surround_ln_22cell_seed61001_20260830\cells\68_11,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=0f7e81aeecfb427636dbb8dfb6bbbdb94e108212db7f551cd9e5ed1fcebcad96; field paths=logits_raw;logits_trained;probabilities_raw;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/68_3/validation-predictions.pt,output\real_data\schottdorf_center_surround_ln_22cell_seed61001_20260830\cells\68_3,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=5bd318d8846e7080595e7ff305175643aa74162eea56941393be829f5ca45611; field paths=logits_raw;logits_trained;probabilities_raw;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/68_4/validation-predictions.pt,output\real_data\schottdorf_center_surround_ln_22cell_seed61001_20260830\cells\68_4,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=aa744f4b29ac47930d54d7e40a86fc5f9127f8f05548610e728a3ce2dad11e99; field paths=logits_raw;logits_trained;probabilities_raw;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/68_7/validation-predictions.pt,output\real_data\schottdorf_center_surround_ln_22cell_seed61001_20260830\cells\68_7,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=aca39226aa116b00227bf81e38d1488eae16777c6286575497bc864f222751b4; field paths=logits_raw;logits_trained;probabilities_raw;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/69_21/validation-predictions.pt,output\real_data\schottdorf_center_surround_ln_22cell_seed61001_20260830\cells\69_21,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=2f7764785ede7796df05b6eb5cd7ac887c20d2c93bcecc0c4bf4552090187b81; field paths=logits_raw;logits_trained;probabilities_raw;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/69_3/validation-predictions.pt,output\real_data\schottdorf_center_surround_ln_22cell_seed61001_20260830\cells\69_3,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=8625653421171638d8723a08ab6f984bacb1944fe0fa0b7992484e64aee8c69e; field paths=logits_raw;logits_trained;probabilities_raw;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/69_4/validation-predictions.pt,output\real_data\schottdorf_center_surround_ln_22cell_seed61001_20260830\cells\69_4,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=43ff9bfbfc733ad2cdc41ee688719b9f82b779652b7267ddd09f70e88392752a; field paths=logits_raw;logits_trained;probabilities_raw;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/69_6/validation-predictions.pt,output\real_data\schottdorf_center_surround_ln_22cell_seed61001_20260830\cells\69_6,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=f8d34188785badcf33c42ccd129baaad8e59b9ff74aa116128561ed29cff449e; field paths=logits_raw;logits_trained;probabilities_raw;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/69_7/validation-predictions.pt,output\real_data\schottdorf_center_surround_ln_22cell_seed61001_20260830\cells\69_7,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=dc78daaedfc98fc25adac564214229fb41db80824df2e53e6873f08f181c91aa; field paths=logits_raw;logits_trained;probabilities_raw;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/70_1/validation-predictions.pt,output\real_data\schottdorf_center_surround_ln_22cell_seed61001_20260830\cells\70_1,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=a664d52985d6349d6ff9bfc280815246957755803ffc365ed09653e61e1e10ea; field paths=logits_raw;logits_trained;probabilities_raw;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/70_15/validation-predictions.pt,output\real_data\schottdorf_center_surround_ln_22cell_seed61001_20260830\cells\70_15,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=499eebb8f115a20fba86d37dd7331f78726db15367772d954caa61b57eae89f2; field paths=logits_raw;logits_trained;probabilities_raw;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/70_34/validation-predictions.pt,output\real_data\schottdorf_center_surround_ln_22cell_seed61001_20260830\cells\70_34,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=dfc2eef2859fd4c1a8acda43f9c801bc55b326de09ccad2e44cadace07aeaa5f; field paths=logits_raw;logits_trained;probabilities_raw;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/70_7/validation-predictions.pt,output\real_data\schottdorf_center_surround_ln_22cell_seed61001_20260830\cells\70_7,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=30c230c4d321d205b0d9ac38b8a580083a6921cb23ab279c7ec8740898151d54; field paths=logits_raw;logits_trained;probabilities_raw;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_center_surround_ln_67_4_smoke_seed61001/validation-predictions.pt,output\real_data\schottdorf_center_surround_ln_67_4_smoke_seed61001,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=cbd444c26e98f05813b10093bd2811a01f0e667d5426cd5370179406e98b36a6; field paths=logits_raw;logits_trained;probabilities_raw;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_r4_development_22cell_20260830_verified/cells/67_14/validation-predictions.pt,output\real_data\schottdorf_r4_development_22cell_20260830_verified\cells\67_14,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=c143da860369a1f07e917c53e75dcfe64157e9690518999d9db1d966e7bb9172; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_r4_development_22cell_20260830_verified/cells/67_21/validation-predictions.pt,output\real_data\schottdorf_r4_development_22cell_20260830_verified\cells\67_21,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=ef37f4bc4efba2e8b50acc04871779dc5fbe1e2c2c6da5e7d52f16acf195047f; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_r4_development_22cell_20260830_verified/cells/67_26/validation-predictions.pt,output\real_data\schottdorf_r4_development_22cell_20260830_verified\cells\67_26,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=5d70ffb579d10347d992fe8f009f96ee3f1da8927fb07bc4d71f3072f6e09fd5; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_r4_development_22cell_20260830_verified/cells/67_33/validation-predictions.pt,output\real_data\schottdorf_r4_development_22cell_20260830_verified\cells\67_33,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=e60100c4eb1856bbbac4afd71c5990ecc69d48ebd780bfb3d4563a1f272e38aa; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_r4_development_22cell_20260830_verified/cells/67_34/validation-predictions.pt,output\real_data\schottdorf_r4_development_22cell_20260830_verified\cells\67_34,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=3527745c24fbdb25c44fd850b9181de9fa59ae4adadcd7b5b1e73c410a563633; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_r4_development_22cell_20260830_verified/cells/67_4/validation-predictions.pt,output\real_data\schottdorf_r4_development_22cell_20260830_verified\cells\67_4,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=2daee4db51aeecf4fa3c41fd10f4442e235b8767398b0b2455ff73868e54ccbc; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_r4_development_22cell_20260830_verified/cells/67_6/validation-predictions.pt,output\real_data\schottdorf_r4_development_22cell_20260830_verified\cells\67_6,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=ca42a9694f64ba83ed5e2eb56cfb5e7d29e5e30cc18f49496d6c8b81e91c49a2; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_r4_development_22cell_20260830_verified/cells/67_7/validation-predictions.pt,output\real_data\schottdorf_r4_development_22cell_20260830_verified\cells\67_7,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=fb32461c146649a06b677b44363d185cbde1c9a853445a3149627016936cb20d; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_r4_development_22cell_20260830_verified/cells/68_10/validation-predictions.pt,output\real_data\schottdorf_r4_development_22cell_20260830_verified\cells\68_10,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=1ba2beda4886f1ae1fc66223f1544b62664f999577676ae57bc3b752ddab8624; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_r4_development_22cell_20260830_verified/cells/68_11/validation-predictions.pt,output\real_data\schottdorf_r4_development_22cell_20260830_verified\cells\68_11,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=0ba0ecc1388d541f150054317ab98d37ef50731a2ee7f5e4de080a62db03eca2; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_r4_development_22cell_20260830_verified/cells/68_3/validation-predictions.pt,output\real_data\schottdorf_r4_development_22cell_20260830_verified\cells\68_3,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=948afd361663f5c26591c50ac3847c431efd2f81c1c401e1cf2436bceeba52e9; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_r4_development_22cell_20260830_verified/cells/68_4/validation-predictions.pt,output\real_data\schottdorf_r4_development_22cell_20260830_verified\cells\68_4,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=a79644baabf639183e2000c96e4dacd27b1a59e7d98847a8f82473f21ec2d295; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_r4_development_22cell_20260830_verified/cells/68_7/validation-predictions.pt,output\real_data\schottdorf_r4_development_22cell_20260830_verified\cells\68_7,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=2ed275292cbe5454c8000f27fe85cb73e5fc4ceca84c5a0aedc2ef5c83a6fd53; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_r4_development_22cell_20260830_verified/cells/69_21/validation-predictions.pt,output\real_data\schottdorf_r4_development_22cell_20260830_verified\cells\69_21,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=ced1aa8620fc6745c446d4e8d3a031aca1cba641313701b18db7ddec433e3262; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_r4_development_22cell_20260830_verified/cells/69_3/validation-predictions.pt,output\real_data\schottdorf_r4_development_22cell_20260830_verified\cells\69_3,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=e0617dc6df4f5a92761d38dd99d56963fcd8cadfd7a3db7138915a3cfd08a698; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_r4_development_22cell_20260830_verified/cells/69_4/validation-predictions.pt,output\real_data\schottdorf_r4_development_22cell_20260830_verified\cells\69_4,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=9195abba44543d9f71c641c29f47063e02e8f6430a64f5bb47b8981390195d61; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_r4_development_22cell_20260830_verified/cells/69_6/validation-predictions.pt,output\real_data\schottdorf_r4_development_22cell_20260830_verified\cells\69_6,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=073558dd1123a8f416b7571802d02f7eb09b1f3aa39306718d02c1e5771c25d1; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_r4_development_22cell_20260830_verified/cells/69_7/validation-predictions.pt,output\real_data\schottdorf_r4_development_22cell_20260830_verified\cells\69_7,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=3d4a0d390b07f0ab8efc1db928f706ea843028dd8c58e2b82e1810a4d15719f6; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_r4_development_22cell_20260830_verified/cells/70_1/validation-predictions.pt,output\real_data\schottdorf_r4_development_22cell_20260830_verified\cells\70_1,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=4e85f18aad2b3263b14247eca46057f1eaeb8128ab034a8cbb58a15426d7a334; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_r4_development_22cell_20260830_verified/cells/70_15/validation-predictions.pt,output\real_data\schottdorf_r4_development_22cell_20260830_verified\cells\70_15,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=bf6ae096ec26a1a04358d22a532598dbb166d933524b4a6f64ce3513bc977e21; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_r4_development_22cell_20260830_verified/cells/70_34/validation-predictions.pt,output\real_data\schottdorf_r4_development_22cell_20260830_verified\cells\70_34,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=28dada92a1054eb9a4ad338d2ceb745f9efb6a96d11e5e9642d45ca5ebdd9f58; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_r4_development_22cell_20260830_verified/cells/70_7/validation-predictions.pt,output\real_data\schottdorf_r4_development_22cell_20260830_verified\cells\70_7,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=32181424838826fc13a49149e63e117c53806a7b2ddbc6002fe97432ecb29a89; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
