source_artifact,tracked,official_url,bytes,sha256,payload_path,payload_sha256,kind,access_status,searched_fields,matching_line_count,note
data\real\schottdorf_lee_2021_repository\data\Cell List.docx,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/data/Cell List.docx,94011,515dd0c69fe51818fea77040bd1cdb798725d2883157255ad331fcb44c2f9c5f,data\real\schottdorf_lee_2021_repository\data\Cell List.docx,515dd0c69fe51818fea77040bd1cdb798725d2883157255ad331fcb44c2f9c5f,.docx,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete document text; cell/recording catalog and acquisition notes.
data\real\schottdorf_lee_2021_repository\run_model\110Ron.pdf,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/110Ron.pdf,23293,cbf0160dcbe5702fafbf1407c761e6720dd32cdcb713e2b99aebf50e014e5c1c,data\real\schottdorf_lee_2021_repository\run_model\110Ron.pdf,cbf0160dcbe5702fafbf1407c761e6720dd32cdcb713e2b99aebf50e014e5c1c,.pdf,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,1,"Extracted every page: response-time model-fit plots, not RF position tables."
data\real\schottdorf_lee_2021_repository\run_model\110Ron_time_cell_fit.csv,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/110Ron_time_cell_fit.csv,282171,2b066fcebcce76b5d8982cd210ab009cf2ef7f75c4b24fa89ebc52f6fa120825,data\real\schottdorf_lee_2021_repository\run_model\110Ron_time_cell_fit.csv,2b066fcebcce76b5d8982cd210ab009cf2ef7f75c4b24fa89ebc52f6fa120825,.csv,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\run_model\130Gon.pdf,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/130Gon.pdf,23310,cf754ed177ae300ed1acab6b9badfae3fd540ed78959ea615d4ba965162593e8,data\real\schottdorf_lee_2021_repository\run_model\130Gon.pdf,cf754ed177ae300ed1acab6b9badfae3fd540ed78959ea615d4ba965162593e8,.pdf,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,1,"Extracted every page: response-time model-fit plots, not RF position tables."
data\real\schottdorf_lee_2021_repository\run_model\130Gon_time_cell_fit.csv,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/130Gon_time_cell_fit.csv,282152,95ffae88ddf21bc7a5504c4d41625b32b611014033322366f3336c4db2eef89c,data\real\schottdorf_lee_2021_repository\run_model\130Gon_time_cell_fit.csv,95ffae88ddf21bc7a5504c4d41625b32b611014033322366f3336c4db2eef89c,.csv,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\run_model\178Bon.pdf,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/178Bon.pdf,21371,8043c3bc22065daff60c4865ab45138af56f72b91b70a46868312862d939faf7,data\real\schottdorf_lee_2021_repository\run_model\178Bon.pdf,8043c3bc22065daff60c4865ab45138af56f72b91b70a46868312862d939faf7,.pdf,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,1,"Extracted every page: response-time model-fit plots, not RF position tables."
data\real\schottdorf_lee_2021_repository\run_model\178Bon_time_cell_fit.csv,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/178Bon_time_cell_fit.csv,284389,d52e7c22e2aee431e7a248f17d069efa319c382c15be40ab1a2e580e3a13a926,data\real\schottdorf_lee_2021_repository\run_model\178Bon_time_cell_fit.csv,d52e7c22e2aee431e7a248f17d069efa319c382c15be40ab1a2e580e3a13a926,.csv,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\run_model\299Mon.pdf,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/299Mon.pdf,22244,7f20952972fed48fbe9cc4d6a7d2514f64778d85d2303e45f17606d2b537af54,data\real\schottdorf_lee_2021_repository\run_model\299Mon.pdf,7f20952972fed48fbe9cc4d6a7d2514f64778d85d2303e45f17606d2b537af54,.pdf,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,1,"Extracted every page: response-time model-fit plots, not RF position tables."
data\real\schottdorf_lee_2021_repository\run_model\299Mon_time_cell_fit.csv,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/299Mon_time_cell_fit.csv,283180,41afc68fce5ab4975ced402ca24b1e0f2dac438ffe35cffd467db9cfe12d8d37,data\real\schottdorf_lee_2021_repository\run_model\299Mon_time_cell_fit.csv,41afc68fce5ab4975ced402ca24b1e0f2dac438ffe35cffd467db9cfe12d8d37,.csv,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\run_model\BlueOn.ipynb,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/BlueOn.ipynb,83080,173482f0dd5fcc53adbd490c11e8798392a04d8f99d4e393a9f1ed0313a7d99e,data\real\schottdorf_lee_2021_repository\run_model\BlueOn.ipynb,173482f0dd5fcc53adbd490c11e8798392a04d8f99d4e393a9f1ed0313a7d99e,.ipynb,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,3,All code/markdown cells and text outputs; embedded raster outputs not used to infer centers.
data\real\schottdorf_lee_2021_repository\run_model\data\File078Moff.txt,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/data/File078Moff.txt,150318,767be8aba603b830a8e8ffc93c5227943492d906ce4df902bb466816a7206cae,data\real\schottdorf_lee_2021_repository\run_model\data\File078Moff.txt,767be8aba603b830a8e8ffc93c5227943492d906ce4df902bb466816a7206cae,.txt,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\run_model\data\File110Ron.txt,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/data/File110Ron.txt,146987,1ceb40aa40ab4b4048bf5bb2a34d9c139c4db9ec14431e8453d51a74a554b65a,data\real\schottdorf_lee_2021_repository\run_model\data\File110Ron.txt,1ceb40aa40ab4b4048bf5bb2a34d9c139c4db9ec14431e8453d51a74a554b65a,.txt,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\run_model\data\File130Gn.txt,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/data/File130Gn.txt,141871,2d93c8b2ad24208126f8592edc5e2834c8a2007deafc6fc8f205e54c908fb91c,data\real\schottdorf_lee_2021_repository\run_model\data\File130Gn.txt,2d93c8b2ad24208126f8592edc5e2834c8a2007deafc6fc8f205e54c908fb91c,.txt,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\run_model\data\File167Ron.txt,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/data/File167Ron.txt,149451,61487e76ac3124529c28de7ca8c623e1a15b1ebfd929662def5eeb203b052363,data\real\schottdorf_lee_2021_repository\run_model\data\File167Ron.txt,61487e76ac3124529c28de7ca8c623e1a15b1ebfd929662def5eeb203b052363,.txt,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\run_model\data\File178Bon.txt,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/data/File178Bon.txt,126870,14d9a89c0b24cae9884403f2bfd84a11449980264d6ea66c063092ba98ede56b,data\real\schottdorf_lee_2021_repository\run_model\data\File178Bon.txt,14d9a89c0b24cae9884403f2bfd84a11449980264d6ea66c063092ba98ede56b,.txt,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\run_model\data\File181Moff.txt,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/data/File181Moff.txt,155317,f876e5faee6cc9483eaf83f2f3bbdd9a74f487b4ae1e7ad599fc99d62d01f38a,data\real\schottdorf_lee_2021_repository\run_model\data\File181Moff.txt,f876e5faee6cc9483eaf83f2f3bbdd9a74f487b4ae1e7ad599fc99d62d01f38a,.txt,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\run_model\data\File194Ron.txt,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/data/File194Ron.txt,151008,ed30deee042d7e0b8c0742dc9844de5865c6d4c5395c519c91a8ac8c0b8439c8,data\real\schottdorf_lee_2021_repository\run_model\data\File194Ron.txt,ed30deee042d7e0b8c0742dc9844de5865c6d4c5395c519c91a8ac8c0b8439c8,.txt,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\run_model\data\File225+L-Moff.txt,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/data/File225+L-Moff.txt,156585,4b0f574c905b6d67b53c97730a5ea00f740f48968f3b18b0d3e48f3c1108c940,data\real\schottdorf_lee_2021_repository\run_model\data\File225+L-Moff.txt,4b0f574c905b6d67b53c97730a5ea00f740f48968f3b18b0d3e48f3c1108c940,.txt,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\run_model\data\File229Bon.txt,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/data/File229Bon.txt,149714,d7332e86d2f377077bc01c4cec1b158bad1f0909a326bee03475289d7e65e765,data\real\schottdorf_lee_2021_repository\run_model\data\File229Bon.txt,d7332e86d2f377077bc01c4cec1b158bad1f0909a326bee03475289d7e65e765,.txt,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\run_model\data\File254Mon.txt,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/data/File254Mon.txt,143981,8f42404aad8826849c13a699e9395efdcc20bf89747b80fb984a6c50afe438e1,data\real\schottdorf_lee_2021_repository\run_model\data\File254Mon.txt,8f42404aad8826849c13a699e9395efdcc20bf89747b80fb984a6c50afe438e1,.txt,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\run_model\data\File256Moff.txt,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/data/File256Moff.txt,151039,e1b9703eb40006cddfbcc5f1bf036aa45b3e1deb9524cdf9e0f9d26f9b477de7,data\real\schottdorf_lee_2021_repository\run_model\data\File256Moff.txt,e1b9703eb40006cddfbcc5f1bf036aa45b3e1deb9524cdf9e0f9d26f9b477de7,.txt,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\run_model\data\File258Mon.txt,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/data/File258Mon.txt,147178,40277b9277af116aff495e24acb845a6aee3778e0f7d42133152b7e658c04453,data\real\schottdorf_lee_2021_repository\run_model\data\File258Mon.txt,40277b9277af116aff495e24acb845a6aee3778e0f7d42133152b7e658c04453,.txt,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\run_model\data\File284Gon.txt,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/data/File284Gon.txt,161686,82cebfcf8a170e69b7fe865cf5c894aac9a1a645004ef51747e75b430d198699,data\real\schottdorf_lee_2021_repository\run_model\data\File284Gon.txt,82cebfcf8a170e69b7fe865cf5c894aac9a1a645004ef51747e75b430d198699,.txt,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\run_model\data\File287Gon.txt,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/data/File287Gon.txt,155114,0c1ff3bc98b3ccda3abed62206b7581f4d940fe1b4354749d5f75a2f0115cd8c,data\real\schottdorf_lee_2021_repository\run_model\data\File287Gon.txt,0c1ff3bc98b3ccda3abed62206b7581f4d940fe1b4354749d5f75a2f0115cd8c,.txt,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\run_model\data\File299Mon.txt,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/data/File299Mon.txt,142003,684ef44119e8a478b40871e3b74e9336f244bf915e4568fda9e02ec0279cd97c,data\real\schottdorf_lee_2021_repository\run_model\data\File299Mon.txt,684ef44119e8a478b40871e3b74e9336f244bf915e4568fda9e02ec0279cd97c,.txt,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\run_model\data\File302Bon.txt,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/data/File302Bon.txt,163864,cfacd7670777c0245a5470403695ba18927efb61aeccac27f87f21c5c7c1e0a2,data\real\schottdorf_lee_2021_repository\run_model\data\File302Bon.txt,cfacd7670777c0245a5470403695ba18927efb61aeccac27f87f21c5c7c1e0a2,.txt,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\run_model\MC_off.ipynb,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/MC_off.ipynb,108731,8a8c5a5c22f569060b6cfb561387d2bb3e7ad9e51d178a6df0c7d8bcfb5bf598,data\real\schottdorf_lee_2021_repository\run_model\MC_off.ipynb,8a8c5a5c22f569060b6cfb561387d2bb3e7ad9e51d178a6df0c7d8bcfb5bf598,.ipynb,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,9,All code/markdown cells and text outputs; embedded raster outputs not used to infer centers.
data\real\schottdorf_lee_2021_repository\run_model\MC_on.ipynb,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/MC_on.ipynb,119568,b50214c03d2ac540c1b6f1facdc1812c9dda8f390ffe378c97a2e2871227e023,data\real\schottdorf_lee_2021_repository\run_model\MC_on.ipynb,b50214c03d2ac540c1b6f1facdc1812c9dda8f390ffe378c97a2e2871227e023,.ipynb,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,9,All code/markdown cells and text outputs; embedded raster outputs not used to infer centers.
data\real\schottdorf_lee_2021_repository\run_model\PC_Gon.ipynb,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/PC_Gon.ipynb,121146,383488c4a4f794ac08d2c2ecce201fc990351e951e95a420cb22754e5105e51c,data\real\schottdorf_lee_2021_repository\run_model\PC_Gon.ipynb,383488c4a4f794ac08d2c2ecce201fc990351e951e95a420cb22754e5105e51c,.ipynb,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,3,All code/markdown cells and text outputs; embedded raster outputs not used to infer centers.
data\real\schottdorf_lee_2021_repository\run_model\PC_off.ipynb,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/PC_off.ipynb,88896,f723c51b697c4bdcb435c05dcdd912d9ab0e3aa6d83faa42a1fb9b363f1803cb,data\real\schottdorf_lee_2021_repository\run_model\PC_off.ipynb,f723c51b697c4bdcb435c05dcdd912d9ab0e3aa6d83faa42a1fb9b363f1803cb,.ipynb,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,1,All code/markdown cells and text outputs; embedded raster outputs not used to infer centers.
data\real\schottdorf_lee_2021_repository\run_model\PC_Ron.ipynb,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/PC_Ron.ipynb,104099,bf97ebd99a2cbb9384d7c7eba9f537aa6e82cfbf4318657e53fd6c271ebf9b4a,data\real\schottdorf_lee_2021_repository\run_model\PC_Ron.ipynb,bf97ebd99a2cbb9384d7c7eba9f537aa6e82cfbf4318657e53fd6c271ebf9b4a,.ipynb,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,3,All code/markdown cells and text outputs; embedded raster outputs not used to infer centers.
data\real\schottdorf_lee_2021_repository\run_model\Piecharts.ipynb,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/Piecharts.ipynb,10359,0b6dd9c2a458484d47f80b31baedf4d8c50db72eae1d93c8da93ec12cbcf881c,data\real\schottdorf_lee_2021_repository\run_model\Piecharts.ipynb,0b6dd9c2a458484d47f80b31baedf4d8c50db72eae1d93c8da93ec12cbcf881c,.ipynb,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,15,All code/markdown cells and text outputs; embedded raster outputs not used to infer centers.
data\real\schottdorf_lee_2021_repository\run_model_HPC\Bon-cell.mp4,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model_HPC/Bon-cell.mp4,64,5ceefcb29cda7031e5428cc1ee71812d95c09124288f9e36b112ad8d039d4e96,data\real\schottdorf_lee_2021_repository\run_model_HPC\Bon-cell.mp4,5ceefcb29cda7031e5428cc1ee71812d95c09124288f9e36b112ad8d039d4e96,.mp4,ANNEX_POINTER_ONLY,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,"Pointer inspected; payload not searched. Stimulus or model-visualization video, not coordinate table."
data\real\schottdorf_lee_2021_repository\run_model_HPC\data\19796315.out,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model_HPC/data/19796315.out,88585,021cf4c1a85ebb3b90672a9f843e4e76cda0234cebcc42d11b8b18149c54ba25,data\real\schottdorf_lee_2021_repository\run_model_HPC\data\19796315.out,021cf4c1a85ebb3b90672a9f843e4e76cda0234cebcc42d11b8b18149c54ba25,.out,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,4,Complete text scanned.
data\real\schottdorf_lee_2021_repository\run_model_HPC\data\19796884.out,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model_HPC/data/19796884.out,88582,d4d1a0bf140239ca68ad2f1d9470004401478ef0365af66db845a726b59b0c2b,data\real\schottdorf_lee_2021_repository\run_model_HPC\data\19796884.out,d4d1a0bf140239ca68ad2f1d9470004401478ef0365af66db845a726b59b0c2b,.out,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,4,Complete text scanned.
